,Unnamed: 0,x,y
0,0,63.69573552843363,0.8276775410229782
1,1,26.37276657783392,52.384690962972975
2,2,57.27340546563784,50.2600760551845
3,3,36.74152264758023,77.65635625495183
4,4,42.32288568871695,71.62877549347952
5,5,52.198190764104474,35.31885340004639
6,6,51.16197729893927,61.05497112174448
7,7,56.5693075062772,38.609210111740936
8,8,82.38933586551141,35.9187200725285
9,9,37.738971667428764,93.11030766416623
10,10,59.122741472333594,75.31251548478144
11,11,73.01981497149721,50.44904728355555
12,12,63.39192048173291,22.947862459748784
13,13,76.06625424407598,92.21911657722052
14,14,32.6866491520526,1.9683088873534613
15,15,51.648891228047404,85.82106712884843
16,16,38.899622120161006,78.22012517180546
17,17,36.36363304640325,34.83578568612097
18,18,62.046664196409886,63.704790214974416
19,19,55.04925250425046,70.87093179010984
20,20,56.41665238729234,27.247007862670465
21,21,70.26470117423206,22.117714302209816
22,22,54.89175998078178,63.16633447698372
23,23,64.71639391477844,6.08452886713918
24,24,38.807565180455875,60.528826158379054
25,25,63.56508521340226,64.15969069048234
26,26,81.15560679995902,35.94374230054178
27,27,38.29582683410311,83.02615889985563
28,28,73.64116663427937,61.93002877655358
29,29,67.39195541329502,64.03518449936071
30,30,75.1153026224958,35.18632115710032
31,31,72.09154775223301,69.69772022740558
32,32,70.59941288405753,101.14720213747448
33,33,62.9432206363294,78.07627039956492
34,34,86.03584066224441,65.97295981050942
35,35,55.13630722121633,15.790296227095348
36,36,24.748239475862288,36.51181774480664
37,37,41.82672836912237,82.56562144976722
38,38,56.494813062527534,57.01703185591915
39,39,33.25364188207125,81.08212767060141
40,40,79.39314655217044,1.5459711064654489
41,41,58.13108948690857,68.57006961503768
42,42,57.951825160803224,41.41533364017355
43,43,48.514105425064734,26.630751310981605
44,44,54.906592346688264,0.8143830537214061
45,45,63.69951210537324,22.881847963860135
46,46,56.90232103616891,24.60071830535182
47,47,40.534645038644484,63.31498541107752
48,48,57.75841490451835,4.550582610801159
49,49,20.17153265602928,42.94096327679574
50,50,35.54802309167143,93.05525810539565
51,51,33.954791902464905,0.7063355294057642
52,52,32.61952980835071,1.533092191942593
53,53,42.46510829684333,65.02720443695905
54,54,41.576175156457595,0.6977357669085579
55,55,48.22019363289155,28.043404490663484
56,56,57.17881686788957,25.206144066585694
57,57,51.58570879172363,55.853952048890214
58,58,71.08673319778097,35.96627330648316
59,59,57.57308620199592,64.77262342656363
60,60,55.88014987857801,40.27446394480278
61,61,45.51121504506785,22.944783621688348
62,62,28.96437567186582,1.5118857206706873
63,63,62.798398003778814,41.68895559100236
64,64,29.56517585716397,84.339907984229
65,65,62.32716750906312,44.34998301189567
66,66,57.61104624895098,37.766194662786745
67,67,61.23613980277392,26.33293912319989
68,68,57.16373794239744,51.32222938872244
69,69,70.01753211260235,22.146881940709438
70,70,72.47061445779367,71.12896128458803
71,71,57.41621958155004,31.191995524537838
72,72,22.992301242885276,29.24045919036552
