,x,y
0,15.812836,54.20539
1,58.528248,10.613762
2,35.44899,45.109463
3,48.782722,17.896662
4,49.658485,10.9772
5,49.1433,43.53605
6,15.523529,68.79424
7,69.090485,37.9974
8,73.02278,68.49791
9,74.159195,72.64223
10,71.51535,21.736465
11,42.002487,55.282387
12,47.877426,38.719475
13,61.4067,92.14589
14,58.403152,27.35004
15,57.224182,53.78001
16,70.55878,24.537193
17,62.9401,9.110264
18,41.19622,51.372887
19,24.563562,42.588806
20,73.81164,30.33189
21,61.437973,87.96182
22,46.912167,34.261757
23,18.118687,68.02924
24,62.04782,-0.5171852
25,58.871494,104.41212
26,76.89594,30.349934
27,45.688034,83.57675
28,71.16353,86.03139
29,15.648636,65.83727
30,73.66568,26.89203
31,64.70642,15.878273
32,37.360382,43.568047
33,54.350986,28.964327
34,61.258133,94.79609
35,60.056553,91.33064
36,62.997498,81.81877
37,39.906006,20.72093
38,19.061356,70.15017
39,61.295486,90.18121
40,62.56047,69.469185
41,72.6857,98.28253
42,55.78453,27.808266
43,50.36226,61.51839
44,39.959045,76.020905
45,65.62823,11.602383
46,43.42996,54.557133
47,60.09125,10.129955
48,22.348093,65.670746
49,28.244755,53.47464
50,66.25638,4.5068016
51,71.39898,87.069115
52,65.2816,63.7172
53,50.18243,82.131966
54,49.377003,34.854515
55,56.775,56.07135
56,51.823616,64.298325
57,62.12608,92.36746
58,55.377064,42.893257
59,47.056374,14.203026
60,56.163322,10.817295
61,48.760166,70.67711
62,71.0653,26.057823
63,74.55362,46.66956
64,51.952213,80.779915
65,70.63524,25.02671
66,51.258873,47.21644
67,70.95589,102.70897
68,57.21462,48.551586
69,24.525337,49.2337
70,65.16953,63.782528
71,63.368477,69.31865
72,62.329376,72.06067
73,62.10088,82.34141
74,60.038315,92.62308
75,65.10693,3.254116
76,38.388184,25.878323
77,71.67173,14.595432
78,22.436712,65.29864
79,41.24226,40.237144
80,19.369781,66.01819
81,41.154522,52.35854
82,39.17449,62.698906
83,63.264175,9.775894
84,72.48846,63.04127
85,68.954956,37.75595
86,35.50374,68.790794
87,73.51711,29.542221
88,60.6638,8.941689
89,71.75432,83.55069
90,61.219025,75.912384
91,60.49706,109.33948
92,52.391804,31.92221
93,70.350266,29.465477
94,74.206116,73.255775
95,61.37716,92.26993
96,64.82025,39.31153
97,72.72043,58.419765
98,53.081654,46.047127
99,44.06938,21.071327
100,40.00159,45.446617
101,61.278114,89.44362
102,66.95148,61.568848
103,31.514101,34.47832
104,63.132156,70.31093
105,49.7445,16.695147
106,57.967003,26.749739
107,71.35119,88.48559
108,46.79486,18.948566
109,59.352768,27.010143
110,63.469215,12.967682
111,58.195484,2.6896782
112,62.055645,8.771275
113,65.75162,26.484756
114,65.49617,17.020176
115,46.89738,13.654804
116,49.833138,43.88166
117,72.51279,61.31803
118,61.97576,71.51907
119,37.70533,78.189125
120,72.21909,30.939734
121,72.12526,29.712627
122,34.752197,47.224686
123,62.009647,75.02426
124,64.932304,11.68758
125,77.47284,32.790882
126,29.23693,36.33976
127,41.325676,52.04514
128,64.0296,12.641033
129,72.570984,49.320663
130,72.39985,77.19269
131,51.301434,30.421457
132,72.37639,76.88591
133,62.27894,10.670635
134,74.728264,52.0154
135,16.042206,55.67394
136,50.24233,10.957321
137,26.593128,54.330555
138,49.092064,80.63121
139,72.794266,37.44072
140,72.23565,88.82457
141,61.10516,11.141193
142,52.09383,80.590546
143,58.905384,107.9173
144,58.60557,9.073261
145,60.265076,100.18168
146,55.45524,11.764114
147,48.349194,38.76493
148,32.959812,32.460636
149,52.22328,81.2628
150,71.51971,39.145
151,74.414604,40.76888
152,26.706944,50.20519
153,56.82191,42.90559
154,74.87248,45.73599
155,71.23299,33.86449
156,38.760906,23.09747
157,56.900974,51.08437
158,61.165157,77.75965
159,36.718315,28.026663
160,74.350334,66.97635
161,33.537605,74.2095
162,27.588793,56.634228
163,51.44999,13.991959
164,52.678535,64.76134
165,43.322197,16.913755
166,29.579247,35.71296
167,37.86342,25.650126
168,68.657814,29.277027
169,74.368576,51.904613
170,66.18081,29.545889
171,50.338795,47.432304
172,62.552658,73.96002
173,49.622864,11.53204
174,67.75772,37.91974
175,66.20516,69.160576
176,60.356293,93.71953
177,39.912086,20.29012
178,47.907845,50.34473
179,72.82553,33.25665
180,70.20778,17.90554
181,70.787285,28.035759
182,44.479492,55.013523
183,25.132652,63.29991
184,16.500938,58.61104
185,28.452387,36.79707
186,70.30075,34.94198
187,64.561356,65.52564
188,24.371567,64.063995
189,74.80992,54.10413
190,54.01477,56.71894
191,48.712345,16.976341
192,39.605423,61.700005
193,42.524624,20.262703
194,55.518684,42.70389
195,58.90618,9.432117
196,63.283337,75.34999
197,45.657627,85.73081
198,74.90811,58.960453
199,68.4206,4.7407036
200,20.06223,60.273735
201,61.78897,80.81416
202,72.67876,100.74336
203,70.58833,38.192467
204,54.486515,29.205772
205,39.528954,47.43118
206,72.55363,76.1417
207,41.734016,48.709446
208,39.638416,25.897276
209,30.690466,43.610546
210,17.412323,51.136726
211,57.092087,4.0805664
212,43.363083,86.85467
213,66.61348,24.486942
214,67.66302,38.72265
215,51.390053,30.049353
216,73.81167,71.669815
217,59.30585,26.39659
218,73.58404,66.141235
219,71.86374,6.899544
220,48.995617,71.71484
221,16.841518,62.044266
