,x,y
0,73.69701,63.07289
1,72.78598,65.24219
2,68.11515,64.32301
3,32.11767,67.70385
4,68.19577,60.40717
5,45.277275,45.874683
6,25.745743,54.763023
7,62.50691,46.812935
8,46.40359,63.331444
9,60.2247,56.916725
10,34.650707,62.503593
11,42.404716,60.252068
12,36.16987,41.06349
13,40.12148,59.20713
14,47.82871,38.406754
15,47.497086,37.731815
16,61.447742,38.64869
17,69.54111,43.20014
18,73.23347,46.2603
19,71.58017,55.466644
20,73.01354,55.930374
21,58.465992,34.85388
22,29.053085,52.145462
23,78.968216,49.9585
24,35.565384,42.699203
25,34.262184,45.82827
26,63.457863,63.422237
27,38.019943,43.582176
28,64.05582,37.096523
29,64.73152,36.04661
30,57.266987,60.458694
31,59.705673,58.87548
32,28.372482,51.88828
33,77.59952,42.235764
34,49.131596,57.941666
35,60.027763,33.025566
36,37.317047,55.19953
37,33.270313,33.98761
38,42.54701,54.214317
39,41.18879,56.06256
40,33.20393,56.889977
41,61.741505,37.32316
42,37.38838,58.75978
43,42.2713,55.715015
44,41.4413,54.50321
45,40.000835,53.953648
46,52.39908,32.61892
47,56.18067,55.938515
48,47.90368,30.401623
49,67.44423,34.288868
50,41.77993,55.456203
51,74.53766,47.39656
52,28.97619,40.416016
53,75.1521,38.299103
54,56.653465,32.64627
55,34.93243,38.67045
56,43.18003,35.06797
57,74.23437,38.346348
58,38.103905,37.903927
59,35.516914,42.703735
60,73.38814,59.65316
61,42.76911,60.00801
62,36.105843,52.10186
63,35.863914,53.692104
64,68.11895,62.64842
65,70.8511,53.758446
66,62.316586,46.383213
67,75.34101,59.160812
68,72.325226,64.20184
69,33.24472,59.998035
70,33.00158,56.439236
71,70.77971,50.036755
72,73.44327,58.356903
73,61.93911,43.40216
74,32.897724,49.05802
75,41.54165,61.820953
76,57.99241,60.31093
77,53.647797,38.844856
78,36.735527,63.865665
79,77.370575,64.798836
80,55.289764,52.188423
81,77.27191,57.841705
82,38.997086,63.40744
83,40.691467,55.050728
84,44.47248,62.991558
85,76.22238,65.0907
86,70.85153,64.62618
87,37.97483,54.642155
88,48.97635,41.45399
89,58.381813,39.640022
90,54.81921,39.569885
91,59.63995,58.026886
92,65.5148,37.68732
93,80.18315,37.3575
94,73.66828,37.403637
95,75.51329,53.639015
96,79.37016,53.01912
97,86.01068,51.62888
98,31.839792,40.380844
99,32.709286,40.76966
100,35.48977,38.691723
101,77.00538,49.0806
102,40.039955,33.399124
103,48.950138,55.5874
104,45.660194,33.24548
105,40.792152,35.29066
106,38.214123,35.584084
107,37.65858,46.452713
108,54.170345,29.230131
109,58.425964,51.81499
110,74.98418,44.89986
111,32.943542,44.056763
112,38.79521,48.897015
113,31.087387,41.16494
114,69.4575,32.329994
115,69.04018,42.041325
116,33.90594,43.596603
117,73.12615,34.20703
118,68.35451,45.475723
119,34.688904,39.355564
120,61.17964,50.83909
121,31.610111,37.93863
122,69.32145,41.576668
123,69.48471,38.59693
124,73.36836,32.435966
125,37.83748,44.200565
126,75.674675,33.822357
127,76.97253,36.36669
128,38.015038,40.526134
129,80.680305,31.48513
130,82.610504,34.282883
131,80.495575,29.766302
132,45.86393,44.85813
133,44.548096,47.43352
134,78.25807,29.264265
135,41.23456,36.02986
136,50.27525,54.05782
137,38.049473,51.979206
138,75.11628,36.136017
139,69.84142,62.26452
140,65.76498,55.94235
141,29.957808,59.46848
