,Unnamed: 0,x,y
0,0,65.89749061934226,77.16215240982315
1,1,62.647285461564685,78.30918347890822
2,2,60.933544825047214,79.03784097530544
3,3,41.18674766646598,76.82926024513708
4,4,64.3689239499163,77.5857902930713
5,5,30.374972963098017,27.34087746014028
6,6,28.295360730989135,66.0373848296826
7,7,84.01622373931816,36.829049526093975
8,8,49.5734047636027,79.224020792451
9,9,57.26776331530833,79.5218084170524
10,10,45.71796560233969,78.20945348087733
11,11,47.298557965367486,78.75600567687118
12,12,40.953657004418744,19.209911918011187
13,13,49.015813847535135,79.04679378930535
14,14,54.10515974041224,16.225677684925003
15,15,53.68644693170508,16.263943208465726
16,16,60.569586459801364,16.545636896638136
17,17,72.95613552644372,22.023173369180206
18,18,85.59011599682731,42.13478106968147
19,19,71.62542699946101,74.06482441097663
20,20,67.69386530606651,76.64433659707852
21,21,64.81970988597406,17.89948240475395
22,22,35.84188601048718,73.90068889514863
23,23,84.25909804583617,58.75750038287224
24,24,36.37040963663604,21.638941222232784
25,25,25.408072290552962,35.06823233808209
26,26,60.3046531081206,79.0795477678181
27,27,36.15325989809426,21.519878680525597
28,28,62.07859510098414,16.837683378649988
29,29,67.57855848879211,20.101866406285424
30,30,58.5660003823944,79.41469708172467
31,31,52.59411411185911,79.36503345496837
32,32,27.106666816135693,63.84192349505902
33,33,68.8694254662697,19.672151949330615
34,34,54.59636103760029,79.77909659335972
35,35,59.845435899735904,16.47979148976563
36,36,35.36037828533006,73.29775749719074
37,37,37.69154920010283,20.46833338122257
38,38,37.07847338197597,74.73763475826735
39,39,33.79617592510939,72.27922965173524
40,40,33.362847524275324,71.68629293705543
41,41,65.30984342431721,18.805484609310803
42,42,47.66515338719421,78.17746930399365
43,43,42.22752172267332,77.05934922135724
44,44,41.00049395041206,76.10605613203012
45,45,37.88962118009765,75.16406152966172
46,46,51.88096196072824,16.052200111503485
47,47,55.12871111496394,79.61168202276275
48,48,46.129548975107014,16.899238664171005
49,49,60.2866524975843,16.59722732257466
50,50,41.17138571231864,76.77314794591588
51,51,85.83750845620077,46.049697556441856
52,52,35.58512408923092,22.920221503574684
53,53,65.35013414435223,18.597398559926233
54,54,58.98445234408209,16.549750751719444
55,55,42.79943610573117,18.230311513862084
56,56,49.99110013687589,16.39915172130358
57,57,69.05440611761834,19.63631209358053
58,58,41.54715464508625,18.857959383160633
59,59,33.54471091221168,23.53337447904821
60,60,65.447995208431,77.64143889468852
61,61,40.66437324482975,76.75511622183424
62,62,36.04467964810535,73.2455371812901
63,63,35.45771229020006,73.10188184182223
64,64,66.1472325358599,77.14716545395258
65,65,72.18438185099703,73.26641966276851
66,66,79.93824132634805,29.503871196233604
67,67,69.29654693205252,75.93659541640243
68,68,58.871777919642376,79.09104854908031
69,69,43.85068867372856,77.28341600746576
70,70,32.08319231602259,70.45876574912204
71,71,85.66918242735449,53.38053488800801
72,72,70.24710178037377,74.8757103289542
73,73,71.7406742358281,21.558778224446076
74,74,24.213050594577126,57.66677944164281
75,75,48.555874802579496,79.17488026548563
76,76,50.9626054077288,79.24451526273663
77,77,52.76092460650152,16.858838621455163
78,78,42.346550311176195,77.43494824841824
79,79,67.14898847113318,76.820251190511
80,80,57.70664318447656,79.50614527004245
81,81,71.16123046311233,74.61959867117984
82,82,48.45883123545423,78.75085710533068
83,83,38.78740834159411,75.51453027348211
84,84,40.243255246530616,76.15271719532434
85,85,68.84244581782718,75.66704179028963
