63.94073,0.41812482
25.556429,51.768112
58.353073,51.872757
35.929813,76.33115
40.690845,69.550186
50.087612,37.96131
50.675266,59.96657
58.018456,40.280567
81.60352,43.580727
36.870193,96.28804
61.36598,75.13775
71.73658,50.609955
60.360474,26.655052
77.6188,91.02578
33.2125,-0.07592045
51.451828,84.503876
39.94624,76.67818
39.098904,36.1336
60.624817,62.337067
54.44829,68.42265
57.404236,30.776836
69.78741,23.003304
54.183372,62.74515
64.12597,5.993057
40.97225,58.36943
62.99274,62.96742
80.65871,41.561928
38.414032,83.5796
75.247574,63.600033
65.83318,60.766575
74.557365,36.36422
71.04221,72.68548
72.493866,100.07156
68.875046,76.37892
87.69202,64.511795
54.901672,13.601776
25.515593,39.026405
41.771194,80.245514
59.08246,55.461815
29.4748,80.73915
80.40627,0.16335762
57.635242,66.95356
57.460423,42.40942
49.637695,28.240744
57.06654,-0.0023425638
62.615124,20.777834
55.50087,28.014238
40.094555,61.28945
59.194527,3.5131872
17.86919,44.95077
34.06539,93.86008
35.118748,-0.070038185
33.239407,-0.07583271
42.5209,63.91254
40.93454,-0.052101474
45.384586,29.715288
57.31712,27.681759
50.68707,56.55987
68.97325,35.29933
56.215473,63.379997
56.312363,40.17699
46.841866,25.621836
29.48329,-0.05042615
61.032497,41.814987
27.574745,84.66743
61.878242,44.507027
55.848946,38.036118
59.76902,28.245132
58.679558,50.820873
69.33976,25.66159
72.24942,74.02757
57.376717,30.999092
25.847551,32.61934
75.90503,43.803333
61.91562,29.123121
63.12611,67.901505
61.128017,59.67321
45.23202,38.618725
75.80609,12.650936
59.148846,99.993454
60.153206,27.218863
99.90982,0.16470303
34.89856,54.585228
73.16608,47.049084
75.98518,85.67897
66.03518,55.918488
29.411026,57.556366
49.786488,29.271658
83.72161,19.93066
47.249138,82.69469
47.452965,79.85281
69.84423,99.98178
44.50179,25.078821
48.90142,99.998795
51.143593,68.96763
76.75897,79.27096
47.706535,28.688713
45.924957,60.352013
32.0783,70.7426
51.810696,63.127274
44.542107,21.02118
33.696667,30.492443
59.557583,88.59723
47.691628,36.99171
55.0416,68.610794
82.53833,16.41247
77.970146,37.394653
80.0343,30.959126
63.36218,41.72741
54.469456,9.70936
24.095284,45.998146
33.899345,86.22527
68.50138,38.237083
58.21437,76.20317
45.24334,69.34952
49.65566,46.413315
56.332336,26.470882
50.024292,52.244083
62.06486,9.710311
57.75562,19.455297
91.00638,55.51571
81.15244,71.90966
68.28389,0.03224911
33.417835,58.25131
83.8661,62.161045
43.07947,54.531723
60.36179,16.916756
31.49296,42.85843
65.60888,24.914629
53.17592,48.707775
73.58717,67.931305
36.262108,99.95981
40.783104,30.499695
33.23587,38.434814
85.10999,100.11047
92.96444,77.13474
69.18429,59.272026
36.323223,97.225555
66.91126,2.1824262
42.897667,-0.04604755
41.53073,31.736633
50.37476,32.24683
58.74022,55.388702
67.35147,26.517284
73.90854,66.35756
46.301666,76.7591
35.89749,9.404903
43.978683,5.9762187
54.92996,60.573715
65.50014,0.028686412
68.95134,22.849049
90.901794,88.00024
63.87483,11.7725525
41.275528,57.375786
26.689644,66.0881
34.049835,38.634037
70.14594,7.2187815
66.09878,50.19484
59.150772,84.30622
32.412132,61.303333
47.314854,16.324383
18.182892,42.628677
42.662727,34.737183
40.132603,62.93487
74.81565,41.584084
22.061386,36.153435
64.32165,35.603718
49.054558,87.27799
63.7278,66.36405
33.183517,64.86366
71.91132,72.496086
44.736786,86.007996
12.890827,38.92231
69.08376,41.733273
62.927643,76.93282
51.343098,2.5829046
41.541893,18.113409
57.14704,69.7066
59.175495,50.41314
47.707085,0.4118064
81.45847,22.651087
98.07375,42.67298
70.62622,74.898895
83.02642,10.934151
34.294437,75.138695
45.51918,71.075226
46.19214,61.591156
70.94279,39.94409
51.783203,55.319054
41.84335,51.777115
46.08093,79.93005
84.38487,40.17351
33.600662,0.7494623
80.331985,43.42372
30.435963,72.773254
67.92279,39.61762
40.252544,60.947365
42.043633,63.614876
58.773624,13.054874
44.788433,60.109474
38.815918,27.733208
81.36817,36.13952
45.8898,65.9106
33.115627,-0.076217994
61.961372,27.289682
61.79949,63.088978
46.618366,100.00871
45.18777,0.25575987
67.533745,9.831829
23.975475,61.828827
33.23482,1.0423046
74.66891,39.591255
48.595825,58.263615
48.9519,60.23119
44.74656,16.065924
36.658157,45.743553
58.762966,77.053566
48.750633,82.95196
47.094532,56.86746
46.48952,86.73224
69.736046,74.38224
32.685173,10.658112
48.601433,51.46816
49.295822,44.662132
59.56635,56.962414
77.605194,62.98775
33.842968,59.985237
68.56579,61.25748
71.45834,41.010044
19.547714,99.908264
49.99151,43.84114
39.73052,14.794354
34.620266,41.259693
39.574142,63.122765
40.787968,84.122116
63.641327,84.94237
91.46213,0.10374035
51.902546,58.986317
55.42379,58.644722
53.612255,69.0328
36.43006,78.913345
42.851677,75.22947
51.08139,22.627092
59.531746,28.165125
69.31871,0.035442013
43.209663,62.102436
47.514412,78.0827
47.332985,18.616888
41.762394,21.656824
60.049103,51.577965
