,Unnamed: 0,x,y
0,0,57.203886629847105,86.66096037587764
1,1,58.25161737876765,83.44271892951387
2,2,59.60297649186709,88.15159842462074
3,3,61.80678260392597,89.43994530976758
4,4,59.72725852254972,86.72523041653096
5,5,31.991163202893745,53.58197644690804
6,6,33.056560685541136,54.362907366555646
7,7,78.03109369059813,48.07951906076459
8,8,60.32536927461885,90.31382025292694
9,9,63.116426817827495,81.11750293496802
10,10,63.800304287351416,81.79813096264722
11,11,56.570563006330865,81.72107003247132
12,12,44.066693303381285,19.890543346756107
13,13,56.67077750981088,74.85378736554692
14,14,39.16789172635183,14.12252611191748
15,15,41.5759450537662,21.891760698775286
16,16,54.720327604366794,27.433487890775673
17,17,70.9036349807247,40.612953861467155
18,18,85.23419301722215,52.55543910055361
19,19,64.79072882815794,74.85389397827494
20,20,63.341573452431504,71.96932669662583
21,21,42.91211742306349,16.168061210310302
22,22,27.18234175274257,58.04101425029343
23,23,86.4926317606037,58.2911788321768
24,24,43.87581260547978,29.34968191864319
25,25,31.55829747946586,56.32188195772063
26,26,58.88649104808039,89.48600559684611
27,27,46.39042110865002,29.820454153820773
28,28,61.55151282803444,26.65934917888281
29,29,67.37706971838723,20.79977772268025
30,30,62.136784291398286,88.7770337296523
31,31,61.086946530519036,84.93292822861225
32,32,33.7773092566424,58.7572566049184
33,33,73.40705767591162,38.43847387377475
34,34,55.59205565135706,76.55069368327199
35,35,40.158336999148005,16.864655456597994
36,36,33.46740743038926,53.94143648244278
37,37,38.73490630692323,9.267777046851782
38,38,41.08739634469457,60.43450657489705
39,39,26.121884764397766,59.900524385890805
40,40,28.836825447033846,58.97317350105464
41,41,48.88597779223222,21.547288818779073
42,42,27.802901350244703,61.15063300948574
43,43,38.513231598442346,58.20385526254294
44,44,28.758161102993657,61.033352843782595
45,45,28.917568834665758,60.90349150317502
46,46,39.89472814395073,8.17783523060694
47,47,55.73991557698687,73.81953285165669
48,48,41.1515313763928,9.178750128681287
49,49,68.4311045802002,23.40452848994299
50,50,35.00533824147859,61.1173853757506
51,51,84.45552307913029,52.578695238211914
52,52,40.30160490949486,9.170126557341653
53,53,74.17826242466737,28.701990774067273
